episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
132,40.8517,204,3.4,0.490,0.4417,88,0.036,0.31,-0.77,0.0855,0.2869,0.016,7.8
133,60.7587,279,3.3,0.410,0.4491,87,0.036,0.43,-0.89,0.0840,0.2973,0.000,7.8
134,48.1899,247,3.3,0.455,0.4505,89,0.035,0.38,-0.82,0.0830,0.2889,0.000,7.8
135,34.3447,194,3.4,0.475,0.4456,92,0.034,0.30,-0.79,0.0907,0.2878,0.000,7.8
136,49.4045,227,3.4,0.425,0.4432,98,0.032,0.35,-0.86,0.0856,0.2837,0.000,7.8
137,35.2964,190,3.4,0.500,0.4456,89,0.035,0.29,-0.75,0.0840,0.2742,0.000,7.7
138,48.8386,249,3.5,0.450,0.4460,94,0.033,0.38,-0.83,0.0806,0.2801,0.008,7.7
139,35.9423,200,3.5,0.475,0.4419,92,0.034,0.31,-0.79,0.0823,0.2785,0.008,7.7
140,47.3184,236,3.5,0.430,0.4427,97,0.032,0.36,-0.86,0.0848,0.2860,0.008,7.8
141,24.5681,235,3.4,0.530,0.4373,94,0.033,0.36,-0.70,0.0829,0.2827,0.016,7.8
142,43.2929,218,3.4,0.450,0.4374,92,0.034,0.34,-0.83,0.0920,0.2770,0.024,7.8
143,44.8490,259,3.4,0.475,0.4443,86,0.036,0.40,-0.79,0.0874,0.2794,0.024,7.8
144,29.5747,226,3.4,0.405,0.4433,91,0.034,0.35,-0.89,0.0902,0.2704,0.025,7.7
145,39.2925,205,3.3,0.535,0.4468,95,0.033,0.32,-0.70,0.0879,0.2697,0.034,7.7
146,63.3155,278,3.3,0.390,0.4499,88,0.036,0.43,-0.92,0.0887,0.2823,0.035,7.7
147,47.7837,253,3.3,0.515,0.4623,91,0.034,0.39,-0.73,0.0928,0.2858,0.026,7.8
148,32.8062,195,3.3,0.405,0.4633,92,0.034,0.30,-0.89,0.0915,0.2849,0.026,7.8
149,29.5797,199,3.4,0.505,0.4636,91,0.034,0.31,-0.74,0.0939,0.2913,0.009,7.9
150,47.9474,235,3.4,0.440,0.4601,87,0.036,0.36,-0.84,0.0904,0.2882,0.017,7.8
151,40.6510,252,3.4,0.510,0.4589,91,0.034,0.39,-0.73,0.0922,0.2930,0.017,7.8
152,27.1432,200,3.5,0.430,0.4590,94,0.033,0.31,-0.86,0.0916,0.2975,0.017,7.9
153,21.2979,210,3.5,0.505,0.4531,93,0.034,0.32,-0.74,0.0885,0.2959,0.017,7.8
154,49.8617,213,3.4,0.440,0.4496,90,0.035,0.33,-0.84,0.0920,0.2957,0.016,7.8
155,40.4454,220,3.4,0.485,0.4540,87,0.036,0.34,-0.77,0.0885,0.2935,0.025,7.8
156,36.1512,231,3.4,0.475,0.4552,87,0.036,0.35,-0.79,0.0830,0.2987,0.017,7.7
157,36.2991,203,3.4,0.455,0.4622,90,0.035,0.31,-0.82,0.0844,0.2976,0.008,7.7
158,43.2322,188,3.4,0.450,0.4523,90,0.035,0.29,-0.83,0.0807,0.2783,0.008,7.8
159,52.9890,217,3.5,0.455,0.4526,93,0.034,0.33,-0.82,0.0792,0.2812,0.008,7.8
160,16.0352,223,3.5,0.475,0.4535,87,0.036,0.34,-0.79,0.0795,0.2828,0.008,7.9
161,31.2351,197,3.4,0.460,0.4630,90,0.035,0.30,-0.81,0.0867,0.2922,0.024,7.9
162,39.0757,262,3.4,0.445,0.4585,95,0.033,0.40,-0.83,0.0941,0.2852,0.024,7.8
163,40.6203,232,3.3,0.460,0.4552,97,0.032,0.36,-0.81,0.0906,0.2741,0.025,7.7
164,39.8758,199,3.4,0.485,0.4554,90,0.035,0.31,-0.77,0.0903,0.2792,0.032,7.7
165,49.1763,209,3.4,0.435,0.4581,91,0.034,0.32,-0.85,0.0998,0.2782,0.033,7.7
166,26.8022,229,3.4,0.490,0.4567,92,0.034,0.35,-0.77,0.0951,0.2795,0.033,7.8
167,25.1061,213,3.5,0.435,0.4573,93,0.034,0.33,-0.85,0.0939,0.2789,0.024,7.9
168,34.3627,202,3.4,0.495,0.4633,94,0.033,0.31,-0.76,0.0901,0.2967,0.024,7.9
169,47.7552,257,3.4,0.455,0.4672,94,0.033,0.39,-0.82,0.0888,0.3020,0.016,7.9
170,49.8395,265,3.4,0.450,0.4789,94,0.033,0.41,-0.83,0.0876,0.3134,0.008,7.9
171,28.7479,217,3.4,0.480,0.4831,91,0.034,0.33,-0.78,0.0936,0.3195,0.000,7.8
172,32.4894,217,3.4,0.440,0.4777,93,0.034,0.33,-0.84,0.0879,0.3254,0.000,7.8
173,57.2537,233,3.3,0.490,0.4770,93,0.034,0.36,-0.77,0.0911,0.3109,0.000,7.8
174,37.7914,218,3.4,0.480,0.4800,92,0.034,0.33,-0.78,0.0870,0.3007,0.008,7.7
175,36.8553,253,3.4,0.430,0.4776,92,0.034,0.39,-0.86,0.0859,0.2953,0.008,7.7
176,28.5276,204,3.4,0.480,0.4714,85,0.037,0.31,-0.78,0.0858,0.2981,0.007,7.8
177,52.6292,252,3.4,0.430,0.4633,90,0.035,0.39,-0.86,0.0866,0.2935,0.008,7.8
178,43.2673,238,3.3,0.530,0.4558,90,0.035,0.37,-0.70,0.0867,0.2953,0.015,7.8
179,59.2641,267,3.4,0.420,0.4545,89,0.035,0.41,-0.87,0.0878,0.2993,0.016,7.9
180,60.0824,265,3.5,0.470,0.4516,92,0.034,0.41,-0.80,0.0917,0.2869,0.008,7.8
181,38.8226,239,3.3,0.455,0.4526,94,0.033,0.37,-0.82,0.0963,0.2957,0.009,7.7
182,42.9011,221,3.3,0.495,0.4551,91,0.034,0.34,-0.76,0.1056,0.2888,0.000,7.7
183,41.3528,216,3.4,0.470,0.4610,82,0.038,0.33,-0.80,0.1104,0.2817,0.000,7.7
184,32.1012,259,3.5,0.450,0.4713,92,0.034,0.40,-0.83,0.0998,0.2863,0.000,7.8
185,36.4439,231,3.5,0.465,0.4787,93,0.034,0.35,-0.80,0.1040,0.2893,0.000,7.8
186,29.9278,205,3.4,0.420,0.4758,90,0.035,0.32,-0.87,0.0982,0.2929,0.000,7.9
