episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
162,34.1779,254,3.4,0.460,0.3358,83,0.028,0.39,-0.81,0.0956,0.2181,0.024,7.8
163,43.3402,252,3.3,0.480,0.3392,89,0.026,0.39,-0.78,0.0879,0.2212,0.013,7.6
164,31.2401,257,3.2,0.467,0.3436,77,0.030,0.40,-0.80,0.0866,0.2271,0.000,7.7
165,58.2469,286,3.2,0.467,0.3409,80,0.029,0.44,-0.80,0.0847,0.2358,0.000,7.7
166,49.9805,348,3.2,0.460,0.3452,83,0.028,0.54,-0.81,0.0812,0.2301,0.024,7.8
167,35.7389,283,3.3,0.473,0.3444,81,0.029,0.44,-0.79,0.0889,0.2259,0.025,7.9
168,47.6822,284,3.4,0.480,0.3414,85,0.028,0.44,-0.78,0.0876,0.2241,0.038,7.8
169,39.2426,269,3.3,0.413,0.3478,86,0.027,0.41,-0.88,0.0853,0.2249,0.037,7.8
170,28.2133,258,3.3,0.487,0.3464,81,0.029,0.40,-0.77,0.0806,0.2093,0.037,7.9
171,38.9969,255,3.4,0.440,0.3398,79,0.030,0.39,-0.84,0.0749,0.2016,0.036,7.8
172,35.1520,260,3.3,0.493,0.3388,75,0.031,0.40,-0.76,0.0841,0.2079,0.036,7.8
173,32.4835,227,3.3,0.467,0.3462,78,0.030,0.35,-0.80,0.0787,0.2091,0.035,7.8
174,55.7527,280,3.3,0.447,0.3534,82,0.029,0.43,-0.83,0.0764,0.2163,0.045,7.6
175,40.3448,316,3.4,0.420,0.3521,76,0.031,0.49,-0.87,0.0910,0.2049,0.048,7.7
176,35.6082,232,3.4,0.513,0.3504,80,0.029,0.36,-0.73,0.0842,0.2063,0.048,7.7
177,43.1877,257,3.5,0.407,0.3563,84,0.028,0.39,-0.89,0.0823,0.2127,0.047,7.7
178,53.4083,295,3.3,0.473,0.3558,84,0.028,0.45,-0.79,0.0786,0.2152,0.047,7.8
179,40.6701,256,3.3,0.467,0.3549,79,0.030,0.39,-0.80,0.0743,0.2263,0.049,7.8
180,52.6637,285,3.4,0.427,0.3490,84,0.028,0.44,-0.86,0.0756,0.2306,0.037,7.8
181,37.3675,253,3.4,0.467,0.3489,79,0.030,0.39,-0.80,0.0739,0.2306,0.024,7.7
182,43.9600,278,3.3,0.433,0.3469,78,0.030,0.43,-0.85,0.0933,0.2358,0.013,7.7
183,36.8196,259,3.2,0.400,0.3468,85,0.028,0.40,-0.90,0.0892,0.2365,0.013,7.7
184,41.8825,274,3.4,0.533,0.3427,79,0.030,0.42,-0.70,0.0805,0.2344,0.013,7.8
185,46.1593,268,3.4,0.427,0.3382,82,0.029,0.41,-0.86,0.0845,0.2276,0.025,7.8
186,23.4061,269,3.3,0.507,0.3367,79,0.030,0.41,-0.74,0.0782,0.2312,0.025,7.9
187,38.1794,250,3.5,0.453,0.3432,84,0.028,0.38,-0.82,0.0934,0.2368,0.024,7.9
188,40.9034,267,3.5,0.513,0.3438,84,0.028,0.41,-0.73,0.0915,0.2362,0.024,7.9
189,32.5219,277,3.4,0.427,0.3413,78,0.030,0.43,-0.86,0.0774,0.2373,0.023,7.9
190,19.5189,230,3.4,0.507,0.3435,79,0.030,0.35,-0.74,0.0785,0.2421,0.012,7.8
191,37.7585,238,3.4,0.400,0.3422,88,0.027,0.37,-0.90,0.0781,0.2364,0.012,7.8
192,41.6745,271,3.3,0.507,0.3422,80,0.029,0.42,-0.74,0.0753,0.2294,0.013,7.6
193,39.9497,219,3.4,0.407,0.3437,87,0.027,0.34,-0.89,0.0813,0.2310,0.024,7.7
194,40.7246,271,3.5,0.540,0.3432,82,0.029,0.42,-0.69,0.0798,0.2230,0.024,7.7
195,46.1197,267,3.3,0.387,0.3430,86,0.027,0.41,-0.92,0.0791,0.2195,0.023,7.7
196,34.4276,259,3.3,0.547,0.3366,82,0.029,0.40,-0.68,0.0815,0.2217,0.022,7.8
197,66.7851,330,3.4,0.393,0.3327,82,0.029,0.51,-0.91,0.0762,0.2119,0.022,7.8
198,39.3101,277,3.4,0.580,0.3382,83,0.028,0.43,-0.63,0.0819,0.2311,0.011,7.7
199,53.7893,293,3.3,0.327,0.3432,86,0.027,0.45,-1.01,0.0746,0.2365,0.000,7.7
200,27.1934,273,3.3,0.567,0.3420,84,0.028,0.42,-0.65,0.0723,0.2310,0.012,7.8
201,51.6673,286,3.4,0.353,0.3465,84,0.028,0.44,-0.97,0.0742,0.2284,0.011,7.7
202,62.6803,323,3.3,0.473,0.3526,85,0.028,0.50,-0.79,0.0825,0.2299,0.013,7.7
203,33.6754,260,3.3,0.447,0.3590,84,0.028,0.40,-0.83,0.0795,0.2391,0.013,7.8
204,34.2441,250,3.4,0.473,0.3716,78,0.030,0.38,-0.79,0.0734,0.2471,0.000,7.8
205,52.3300,297,3.5,0.413,0.3778,79,0.030,0.46,-0.88,0.0748,0.2508,0.013,7.8
206,33.2016,278,3.4,0.493,0.3815,86,0.027,0.43,-0.76,0.0774,0.2459,0.012,7.9
207,37.0801,251,3.3,0.447,0.3824,86,0.027,0.39,-0.83,0.0893,0.2616,0.000,8.0
208,49.9521,271,3.4,0.480,0.3900,84,0.028,0.42,-0.78,0.0849,0.2798,0.000,7.8
