episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
80,42.2781,303,3.4,0.507,0.0574,83,0.028,0.47,-0.74,0.0672,0.0454,0.167,7.8
81,32.2595,292,3.6,0.433,0.0581,86,0.027,0.45,-0.85,0.0676,0.0440,0.163,7.7
82,31.0636,240,3.4,0.480,0.0604,86,0.027,0.37,-0.78,0.1062,0.0431,0.163,7.8
83,33.4558,253,3.4,0.480,0.0616,83,0.028,0.39,-0.78,0.1098,0.0418,0.182,7.8
84,36.8327,254,3.4,0.487,0.0632,81,0.029,0.39,-0.77,0.1112,0.0433,0.195,7.8
85,48.0793,273,3.4,0.467,0.0650,81,0.029,0.42,-0.80,0.0953,0.0442,0.180,7.6
86,36.2841,247,3.5,0.440,0.0683,73,0.032,0.38,-0.84,0.0949,0.0463,0.170,7.7
87,32.8659,249,3.4,0.573,0.0730,77,0.030,0.38,-0.64,0.0851,0.0476,0.165,7.7
88,54.4685,299,3.4,0.393,0.0742,86,0.027,0.46,-0.91,0.0791,0.0484,0.167,7.7
89,30.8559,302,3.3,0.567,0.0765,83,0.028,0.46,-0.65,0.0686,0.0482,0.160,7.6
90,32.0683,248,3.2,0.400,0.0790,79,0.030,0.38,-0.90,0.0727,0.0480,0.158,7.7
91,44.2585,278,3.3,0.560,0.0789,81,0.029,0.43,-0.66,0.0694,0.0481,0.156,7.8
92,38.4635,245,3.4,0.413,0.0828,83,0.028,0.38,-0.88,0.0685,0.0508,0.133,7.7
93,39.7130,263,3.4,0.540,0.0818,76,0.031,0.40,-0.69,0.0692,0.0501,0.130,7.8
94,40.5723,252,3.4,0.413,0.0833,80,0.029,0.39,-0.88,0.0721,0.0498,0.140,7.8
95,44.5152,248,3.3,0.540,0.0835,84,0.028,0.38,-0.69,0.0723,0.0507,0.140,7.8
96,35.8891,238,3.3,0.447,0.0840,80,0.029,0.37,-0.83,0.0767,0.0491,0.150,7.7
97,32.8583,275,3.4,0.493,0.0847,79,0.030,0.42,-0.76,0.0755,0.0511,0.133,7.8
98,33.0520,247,3.4,0.460,0.0852,84,0.028,0.38,-0.81,0.0704,0.0517,0.118,7.8
99,53.2651,305,3.4,0.487,0.0878,80,0.029,0.47,-0.77,0.0680,0.0552,0.098,7.8
100,30.2245,319,3.3,0.473,0.0896,82,0.029,0.49,-0.79,0.0655,0.0546,0.097,7.8
101,33.6929,221,3.3,0.500,0.0902,83,0.028,0.34,-0.75,0.0639,0.0577,0.071,7.8
102,40.2629,265,3.4,0.447,0.0914,82,0.029,0.41,-0.83,0.0978,0.0571,0.073,7.7
103,39.5010,269,3.4,0.500,0.0977,84,0.028,0.41,-0.75,0.1022,0.0622,0.071,7.6
104,26.0109,262,3.3,0.473,0.0989,81,0.029,0.40,-0.79,0.1036,0.0640,0.080,7.7
105,27.5219,208,3.5,0.493,0.1017,81,0.029,0.32,-0.76,0.0918,0.0646,0.078,7.7
106,45.3641,236,3.5,0.460,0.1023,85,0.028,0.36,-0.81,0.0913,0.0663,0.088,7.8
107,26.5148,255,3.3,0.473,0.1047,79,0.030,0.39,-0.79,0.0826,0.0659,0.101,7.7
108,46.8546,256,3.3,0.460,0.1084,82,0.029,0.39,-0.81,0.0714,0.0708,0.091,7.7
109,44.1038,284,3.4,0.493,0.1099,88,0.027,0.44,-0.76,0.0721,0.0728,0.082,7.7
110,45.5281,275,3.4,0.407,0.1122,87,0.027,0.42,-0.89,0.0664,0.0648,0.102,7.8
111,43.1812,246,3.4,0.467,0.1147,78,0.030,0.38,-0.80,0.0697,0.0639,0.144,7.8
112,32.9743,258,3.5,0.480,0.1168,80,0.029,0.40,-0.78,0.0658,0.0686,0.139,7.9
113,40.7455,251,3.4,0.493,0.1195,87,0.027,0.39,-0.76,0.0760,0.0705,0.118,7.8
114,51.1778,284,3.4,0.440,0.1210,86,0.027,0.44,-0.84,0.0747,0.0681,0.127,7.8
115,49.4004,266,3.4,0.513,0.1223,80,0.029,0.41,-0.73,0.0750,0.0682,0.136,7.7
116,37.2566,286,3.3,0.440,0.1259,78,0.030,0.44,-0.84,0.0743,0.0672,0.150,7.8
117,25.3518,264,3.3,0.540,0.1262,79,0.030,0.41,-0.69,0.0749,0.0662,0.136,7.8
118,36.7690,291,3.4,0.427,0.1283,76,0.031,0.45,-0.86,0.0715,0.0698,0.136,7.8
119,37.9610,284,3.4,0.493,0.1276,81,0.029,0.44,-0.76,0.0661,0.0700,0.131,7.8
120,41.8903,262,3.4,0.400,0.1267,79,0.030,0.40,-0.90,0.0663,0.0690,0.140,7.7
121,25.2269,257,3.4,0.527,0.1306,85,0.028,0.39,-0.71,0.0654,0.0716,0.113,7.7
122,40.5924,259,3.4,0.420,0.1372,87,0.027,0.40,-0.87,0.1024,0.0737,0.104,7.7
123,36.4589,259,3.5,0.527,0.1399,82,0.029,0.40,-0.71,0.0953,0.0709,0.113,7.8
124,42.7559,279,3.4,0.427,0.1420,81,0.029,0.43,-0.86,0.0934,0.0701,0.130,7.7
125,33.1884,322,3.3,0.500,0.1410,81,0.029,0.50,-0.75,0.0885,0.0689,0.131,7.7
126,30.5163,254,3.3,0.447,0.1444,77,0.030,0.39,-0.83,0.0827,0.0673,0.142,7.7
127,37.0021,243,3.3,0.487,0.1442,83,0.028,0.37,-0.77,0.0785,0.0685,0.140,7.7
128,39.2201,286,3.4,0.487,0.1474,83,0.028,0.44,-0.77,0.0716,0.0758,0.128,7.7
129,37.2377,243,3.4,0.453,0.1496,84,0.028,0.37,-0.82,0.0683,0.0749,0.132,7.8
130,49.6419,293,3.4,0.487,0.1541,84,0.028,0.45,-0.77,0.0694,0.0779,0.114,7.8
131,49.4486,301,3.4,0.433,0.1549,85,0.028,0.46,-0.85,0.0661,0.0795,0.113,7.8
132,28.6311,239,3.5,0.487,0.1572,76,0.031,0.37,-0.77,0.0682,0.0805,0.102,7.8
133,37.7205,235,3.3,0.453,0.1575,84,0.028,0.36,-0.82,0.0726,0.0797,0.108,7.8
134,41.9440,290,3.3,0.493,0.1598,89,0.026,0.45,-0.76,0.0697,0.0830,0.107,7.8
135,33.5605,274,3.4,0.453,0.1607,84,0.028,0.42,-0.82,0.0707,0.0866,0.083,7.8
136,44.5642,232,3.4,0.493,0.1623,83,0.028,0.36,-0.76,0.0696,0.0868,0.083,7.8
137,43.9862,271,3.3,0.440,0.1630,80,0.029,0.42,-0.84,0.0734,0.0859,0.084,7.7
138,32.2526,291,3.4,0.513,0.1624,84,0.028,0.45,-0.73,0.0679,0.0836,0.083,7.7
139,30.9225,220,3.4,0.427,0.1630,86,0.027,0.34,-0.86,0.0707,0.0815,0.084,7.7
140,39.4182,270,3.4,0.540,0.1620,84,0.028,0.41,-0.69,0.0662,0.0810,0.082,7.8
141,45.4924,311,3.3,0.413,0.1632,85,0.028,0.48,-0.88,0.0638,0.0773,0.099,7.8
142,41.7972,287,3.3,0.487,0.1636,86,0.027,0.44,-0.77,0.0908,0.0777,0.100,7.8
143,46.3556,226,3.3,0.473,0.1678,79,0.030,0.35,-0.79,0.0892,0.0795,0.081,7.8
144,34.0071,247,3.4,0.433,0.1686,82,0.029,0.38,-0.85,0.0875,0.0824,0.072,7.7
145,28.6603,237,3.4,0.507,0.1718,85,0.028,0.36,-0.74,0.0810,0.0859,0.080,7.7
146,30.4385,220,3.3,0.420,0.1716,85,0.028,0.34,-0.87,0.0817,0.0836,0.063,7.7
147,29.8672,232,3.3,0.520,0.1725,88,0.027,0.36,-0.72,0.0778,0.0877,0.062,7.8
148,48.7626,258,3.3,0.427,0.1729,83,0.028,0.40,-0.86,0.0706,0.0894,0.061,7.8
149,40.8152,256,3.4,0.480,0.1761,85,0.028,0.39,-0.78,0.0737,0.0936,0.051,7.8
150,39.7573,269,3.5,0.473,0.1768,88,0.027,0.41,-0.79,0.0683,0.0953,0.041,7.8
151,36.9401,233,3.3,0.467,0.1765,79,0.030,0.36,-0.80,0.0666,0.0951,0.050,7.7
152,47.3687,292,3.5,0.460,0.1767,88,0.027,0.45,-0.81,0.0684,0.0946,0.057,7.8
153,40.5268,276,3.4,0.500,0.1789,82,0.029,0.42,-0.75,0.0687,0.0933,0.058,7.8
154,36.6469,272,3.3,0.440,0.1787,80,0.029,0.42,-0.84,0.0701,0.0950,0.065,7.8
155,34.2639,277,3.4,0.487,0.1805,79,0.030,0.43,-0.77,0.0720,0.0954,0.071,7.8
156,29.5699,256,3.5,0.440,0.1815,85,0.028,0.39,-0.84,0.0696,0.0971,0.065,7.7
157,31.3123,227,3.5,0.453,0.1820,76,0.031,0.35,-0.82,0.0701,0.0958,0.071,7.7
158,43.0012,243,3.3,0.480,0.1821,86,0.027,0.37,-0.78,0.0668,0.0933,0.064,7.7
159,39.7214,304,3.4,0.480,0.1832,82,0.029,0.47,-0.78,0.0673,0.0934,0.064,7.8
160,40.6944,285,3.4,0.433,0.1825,82,0.029,0.44,-0.85,0.0675,0.0918,0.080,7.8
161,37.4925,272,3.4,0.473,0.1826,77,0.030,0.42,-0.79,0.0612,0.0929,0.074,7.8
162,46.9206,284,3.3,0.447,0.1826,79,0.030,0.44,-0.83,0.0886,0.0895,0.081,7.8
163,43.0416,288,3.2,0.507,0.1842,83,0.028,0.44,-0.74,0.0872,0.0925,0.073,7.6
164,38.8913,269,3.2,0.427,0.1853,85,0.028,0.41,-0.86,0.0831,0.0917,0.066,7.7
165,31.6626,247,3.4,0.520,0.1865,87,0.027,0.38,-0.72,0.0815,0.0932,0.059,7.7
166,32.8888,240,3.4,0.407,0.1879,76,0.031,0.37,-0.89,0.0812,0.0998,0.085,7.8
167,39.1955,221,3.4,0.533,0.1908,81,0.029,0.34,-0.70,0.0722,0.0959,0.085,7.9
168,42.1816,285,3.3,0.427,0.1908,84,0.028,0.44,-0.86,0.0721,0.0964,0.077,7.8
169,33.0066,240,3.4,0.480,0.1968,81,0.029,0.37,-0.78,0.0674,0.0994,0.078,7.8
170,40.0864,244,3.5,0.487,0.1968,81,0.029,0.38,-0.77,0.0631,0.0997,0.060,7.9
171,43.7534,289,3.4,0.453,0.1980,86,0.027,0.44,-0.82,0.0663,0.1005,0.060,7.8
172,30.2967,278,3.3,0.513,0.1977,82,0.029,0.43,-0.73,0.0707,0.1022,0.043,7.8
173,40.3817,285,3.4,0.433,0.1980,85,0.028,0.44,-0.85,0.0687,0.0929,0.052,7.8
174,22.8373,247,3.4,0.520,0.2016,77,0.030,0.38,-0.72,0.0716,0.0918,0.052,7.6
175,41.3768,245,3.4,0.433,0.2052,82,0.029,0.38,-0.85,0.0660,0.0880,0.060,7.7
176,27.9799,267,3.4,0.473,0.2064,80,0.029,0.41,-0.79,0.0723,0.0887,0.064,7.7
177,29.5856,208,3.4,0.427,0.2028,76,0.031,0.32,-0.86,0.0670,0.0904,0.062,7.7
178,41.3623,266,3.3,0.493,0.2050,78,0.030,0.41,-0.76,0.0664,0.0947,0.072,7.8
179,33.4530,276,3.3,0.460,0.2071,80,0.029,0.42,-0.81,0.0679,0.0973,0.064,7.8
180,30.1612,249,3.3,0.453,0.2056,78,0.030,0.38,-0.82,0.0658,0.0936,0.073,7.8
181,37.0542,284,3.3,0.460,0.2056,77,0.030,0.44,-0.81,0.0633,0.0928,0.064,7.7
182,28.8963,282,3.4,0.500,0.2080,81,0.029,0.43,-0.75,0.0831,0.0938,0.062,7.7
183,49.1253,250,3.4,0.427,0.2109,84,0.028,0.38,-0.86,0.0810,0.0964,0.062,7.7
184,47.0448,301,3.4,0.487,0.2123,80,0.029,0.46,-0.77,0.0829,0.1006,0.054,7.8
185,45.6048,292,3.4,0.407,0.2099,84,0.028,0.45,-0.89,0.0783,0.1025,0.055,7.8
186,31.8421,256,3.4,0.573,0.2115,84,0.028,0.39,-0.64,0.0761,0.1049,0.053,7.9
187,40.1601,227,3.3,0.367,0.2142,83,0.028,0.35,-0.95,0.0713,0.1085,0.055,7.9
