episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
123,33.9936,324,3.3,0.540,0.1622,65,0.024,0.50,-0.69,0.1129,0.0823,0.052,8.0
124,38.3873,363,3.3,0.410,0.1631,64,0.024,0.56,-0.89,0.1062,0.0845,0.053,7.9
125,27.1805,315,3.4,0.580,0.1725,66,0.024,0.48,-0.63,0.0977,0.0838,0.067,7.8
126,34.2523,305,3.4,0.380,0.1769,68,0.023,0.47,-0.93,0.0854,0.0861,0.089,7.8
127,35.0508,309,3.4,0.560,0.1809,64,0.024,0.48,-0.66,0.0766,0.0868,0.093,7.8
128,32.8896,341,3.4,0.340,0.1860,55,0.028,0.52,-0.99,0.0660,0.0889,0.114,7.8
129,35.9157,310,3.2,0.550,0.1900,66,0.024,0.48,-0.67,0.0620,0.0893,0.113,7.9
130,44.8158,379,3.1,0.400,0.1848,68,0.023,0.58,-0.90,0.0645,0.0937,0.108,7.9
131,37.7808,335,3.4,0.510,0.1879,62,0.025,0.51,-0.73,0.0628,0.0951,0.122,8.0
132,32.8934,299,3.4,0.420,0.1883,65,0.024,0.46,-0.87,0.0695,0.0960,0.123,7.9
133,24.9255,259,3.4,0.540,0.1902,67,0.023,0.40,-0.69,0.0651,0.1032,0.117,7.9
134,25.7667,277,3.4,0.440,0.1942,64,0.024,0.43,-0.84,0.0698,0.1042,0.111,7.9
135,25.1648,269,3.3,0.520,0.1979,69,0.023,0.41,-0.72,0.0727,0.1055,0.110,7.9
136,34.5195,279,3.3,0.400,0.1984,66,0.024,0.43,-0.90,0.0697,0.1057,0.108,8.0
137,30.5110,312,3.2,0.540,0.1986,60,0.026,0.48,-0.69,0.0655,0.1055,0.107,8.0
138,30.0164,313,3.2,0.420,0.1966,64,0.024,0.48,-0.87,0.0669,0.1061,0.118,7.9
139,30.6325,294,3.3,0.510,0.1957,61,0.026,0.45,-0.73,0.0601,0.1048,0.119,7.9
140,43.0898,358,3.4,0.390,0.1974,62,0.025,0.55,-0.92,0.0600,0.0927,0.130,7.9
141,24.8063,351,3.4,0.530,0.1973,62,0.025,0.54,-0.70,0.0546,0.1008,0.147,8.0
142,28.6850,276,3.6,0.430,0.1959,73,0.021,0.42,-0.86,0.0977,0.0956,0.145,7.9
143,18.3076,275,3.4,0.530,0.1979,66,0.024,0.42,-0.70,0.1020,0.1004,0.139,7.9
144,31.5855,285,3.3,0.360,0.2001,69,0.023,0.44,-0.96,0.0920,0.1081,0.115,7.8
145,27.9714,276,3.2,0.570,0.2084,61,0.026,0.42,-0.65,0.0883,0.1238,0.113,7.8
146,35.2811,331,3.1,0.400,0.2092,59,0.026,0.51,-0.90,0.0835,0.1225,0.113,7.7
147,33.4680,340,3.2,0.520,0.2086,65,0.024,0.52,-0.72,0.0687,0.1273,0.098,7.9
148,33.2492,319,3.3,0.390,0.2062,63,0.025,0.49,-0.92,0.0663,0.1273,0.099,7.9
149,27.1585,304,3.3,0.490,0.2076,63,0.025,0.47,-0.77,0.0626,0.1245,0.075,8.0
150,29.6898,315,3.4,0.430,0.2049,66,0.024,0.48,-0.86,0.0638,0.1143,0.074,7.9
151,26.1887,265,3.4,0.520,0.2076,63,0.025,0.41,-0.72,0.0645,0.1081,0.062,7.8
152,26.3507,252,3.4,0.440,0.2088,65,0.024,0.39,-0.84,0.0682,0.1088,0.062,8.0
153,39.7030,346,3.4,0.460,0.2073,61,0.026,0.53,-0.81,0.0702,0.1119,0.039,7.9
154,20.2282,300,3.3,0.500,0.2112,60,0.026,0.46,-0.75,0.0690,0.1137,0.050,7.9
155,51.1305,300,3.3,0.420,0.2152,62,0.025,0.46,-0.87,0.0682,0.1153,0.038,7.9
156,33.9888,383,3.4,0.500,0.2156,67,0.023,0.59,-0.75,0.0679,0.1104,0.039,7.9
157,27.8451,307,3.4,0.450,0.2138,65,0.024,0.47,-0.83,0.0629,0.1118,0.025,7.9
158,35.5066,327,3.2,0.500,0.2161,63,0.025,0.50,-0.75,0.0608,0.1212,0.013,7.9
159,21.8083,277,3.3,0.390,0.2166,62,0.025,0.43,-0.92,0.0588,0.1173,0.013,7.9
160,28.2289,254,3.5,0.540,0.2189,66,0.024,0.39,-0.69,0.0570,0.1173,0.025,8.0
161,43.5224,367,3.4,0.360,0.2227,64,0.024,0.56,-0.96,0.0570,0.1113,0.038,8.0
162,36.9924,316,3.3,0.580,0.2262,62,0.025,0.49,-0.63,0.0926,0.1053,0.062,7.9
163,35.8951,348,3.4,0.340,0.2255,66,0.024,0.54,-0.99,0.0944,0.1087,0.049,7.8
164,28.4401,282,3.4,0.570,0.2274,72,0.022,0.43,-0.65,0.0907,0.1157,0.024,7.7
165,41.6540,347,3.2,0.370,0.2292,65,0.024,0.53,-0.95,0.0814,0.1025,0.037,7.8
166,26.0799,347,3.1,0.570,0.2314,59,0.026,0.53,-0.65,0.0791,0.1071,0.024,7.9
167,35.7784,326,3.2,0.420,0.2340,65,0.024,0.50,-0.87,0.0650,0.1097,0.012,8.0
168,21.3176,293,3.4,0.470,0.2315,69,0.023,0.45,-0.80,0.0677,0.1147,0.024,8.0
169,33.3105,307,3.3,0.440,0.2321,63,0.025,0.47,-0.84,0.0645,0.1157,0.035,8.0
170,39.7015,347,3.1,0.510,0.2317,61,0.026,0.53,-0.73,0.0595,0.1178,0.059,8.0
171,38.0445,297,3.3,0.460,0.2300,63,0.025,0.46,-0.81,0.0646,0.1182,0.072,7.9
172,30.9300,332,3.4,0.470,0.2310,65,0.024,0.51,-0.80,0.0681,0.1175,0.085,7.9
173,41.3276,342,3.4,0.470,0.2347,62,0.025,0.52,-0.80,0.0698,0.1153,0.087,7.9
174,31.9103,358,3.3,0.450,0.2330,57,0.027,0.55,-0.83,0.0733,0.1062,0.090,7.8
175,31.9063,314,3.2,0.490,0.2334,65,0.024,0.48,-0.77,0.0631,0.1112,0.076,7.9
176,44.3207,349,3.2,0.410,0.2343,65,0.024,0.54,-0.89,0.0671,0.1184,0.101,7.9
177,37.1576,342,3.1,0.490,0.2371,65,0.024,0.53,-0.77,0.0645,0.1168,0.080,7.9
178,25.4410,295,3.2,0.440,0.2374,64,0.024,0.45,-0.84,0.0664,0.1097,0.111,7.9
179,36.3233,316,3.3,0.490,0.2398,62,0.025,0.49,-0.77,0.0641,0.1112,0.120,8.0
180,33.8493,370,3.2,0.450,0.2488,67,0.023,0.57,-0.83,0.0617,0.1163,0.096,7.9
181,30.3676,340,3.3,0.490,0.2443,63,0.025,0.52,-0.77,0.0614,0.1108,0.095,7.8
182,38.6093,356,3.3,0.420,0.2457,69,0.023,0.55,-0.87,0.0909,0.1124,0.085,7.7
183,35.2015,295,3.4,0.480,0.2524,68,0.023,0.45,-0.78,0.0875,0.1153,0.090,7.8
184,39.5304,352,3.4,0.410,0.2514,66,0.024,0.54,-0.89,0.0891,0.1161,0.108,7.9
185,42.6754,333,3.4,0.470,0.2451,66,0.024,0.51,-0.80,0.0840,0.1104,0.130,7.9
186,42.2220,369,3.4,0.470,0.2403,65,0.024,0.57,-0.80,0.0774,0.1118,0.114,8.1
187,32.8395,329,3.2,0.490,0.2536,63,0.025,0.51,-0.77,0.0706,0.1235,0.097,8.0
188,38.1786,284,3.2,0.430,0.2557,68,0.023,0.44,-0.86,0.0655,0.1284,0.113,8.0
189,31.8352,329,3.4,0.480,0.2617,64,0.024,0.51,-0.78,0.0643,0.1306,0.116,8.0
190,35.8262,320,3.4,0.500,0.2587,64,0.024,0.49,-0.75,0.0627,0.1258,0.135,7.9
191,39.8863,362,3.3,0.430,0.2539,68,0.023,0.56,-0.86,0.0635,0.1295,0.135,8.0
192,27.6879,324,3.2,0.510,0.2541,69,0.023,0.50,-0.73,0.0694,0.1389,0.110,7.8
193,35.6919,287,3.4,0.420,0.2556,64,0.024,0.44,-0.87,0.0701,0.1534,0.096,7.8
194,26.3216,365,3.6,0.590,0.2513,67,0.023,0.56,-0.61,0.0685,0.1490,0.065,7.9
195,36.9076,314,3.4,0.380,0.2516,71,0.022,0.48,-0.93,0.0679,0.1410,0.067,7.8
196,42.1671,328,3.2,0.520,0.2583,67,0.023,0.50,-0.72,0.0697,0.1250,0.115,7.9
197,44.6568,378,3.2,0.400,0.2567,66,0.024,0.58,-0.90,0.0620,0.1228,0.125,7.9
198,24.2180,323,3.3,0.460,0.2551,66,0.024,0.50,-0.81,0.0634,0.1223,0.123,7.8
199,34.5607,305,3.3,0.480,0.2508,64,0.024,0.47,-0.78,0.0612,0.1223,0.120,7.9
200,32.5949,368,3.3,0.460,0.2490,61,0.026,0.57,-0.81,0.0654,0.1298,0.123,7.9
201,32.1976,353,3.4,0.450,0.2500,69,0.023,0.54,-0.83,0.0614,0.1266,0.113,7.8
202,39.6580,346,3.4,0.430,0.2475,61,0.026,0.53,-0.86,0.0853,0.1267,0.119,7.8
203,32.1277,330,3.2,0.470,0.2482,63,0.025,0.51,-0.80,0.0853,0.1213,0.119,7.9
204,43.9817,367,3.3,0.400,0.2557,64,0.024,0.56,-0.90,0.0793,0.1309,0.076,8.0
205,33.7002,377,3.4,0.460,0.2537,65,0.024,0.58,-0.81,0.0778,0.1330,0.085,8.0
206,41.9415,306,3.3,0.510,0.2569,65,0.024,0.47,-0.73,0.0740,0.1262,0.111,8.0
207,43.6559,416,3.2,0.400,0.2580,65,0.024,0.64,-0.90,0.0675,0.1309,0.068,8.1
208,33.5212,330,3.3,0.510,0.2600,62,0.025,0.51,-0.73,0.0618,0.1330,0.081,7.9
209,38.6881,332,3.3,0.450,0.2613,64,0.024,0.51,-0.83,0.0611,0.1308,0.068,8.0
210,30.2978,344,3.5,0.480,0.2637,61,0.026,0.53,-0.78,0.0633,0.1227,0.054,7.9
211,43.8657,351,3.4,0.460,0.2717,66,0.024,0.54,-0.81,0.0660,0.1271,0.066,7.8
212,43.2380,396,3.3,0.470,0.2719,70,0.022,0.61,-0.80,0.0662,0.1367,0.025,7.9
213,37.8608,350,3.4,0.390,0.2724,71,0.022,0.54,-0.92,0.0671,0.1379,0.000,7.9
214,34.2691,305,3.2,0.420,0.2773,68,0.023,0.47,-0.87,0.0681,0.1314,0.014,7.8
215,42.2034,355,3.2,0.460,0.2883,68,0.023,0.55,-0.81,0.0638,0.1207,0.029,7.8
216,40.0689,343,3.3,0.390,0.2837,66,0.024,0.53,-0.92,0.0667,0.1219,0.043,7.9
217,32.9412,326,3.4,0.550,0.2767,64,0.024,0.50,-0.67,0.0643,0.1177,0.056,7.9
218,38.9258,378,3.3,0.420,0.2662,63,0.025,0.58,-0.87,0.0651,0.1147,0.068,7.9
219,32.6957,348,3.2,0.460,0.2664,67,0.023,0.53,-0.81,0.0592,0.1261,0.093,7.8
220,38.5668,330,3.2,0.450,0.2706,64,0.024,0.51,-0.83,0.0631,0.1250,0.082,7.8
221,32.2570,350,3.3,0.480,0.2600,65,0.024,0.54,-0.78,0.0617,0.1211,0.082,7.8
222,38.5937,311,3.3,0.460,0.2651,64,0.024,0.48,-0.81,0.0789,0.1106,0.082,7.9
223,31.3062,352,3.4,0.480,0.2683,63,0.025,0.54,-0.78,0.0799,0.1193,0.029,7.9
224,31.7925,366,3.2,0.440,0.2683,61,0.026,0.56,-0.84,0.0822,0.1194,0.015,8.0
225,38.7429,337,3.2,0.520,0.2671,65,0.024,0.52,-0.72,0.0737,0.1147,0.029,8.0
226,36.9520,370,3.3,0.410,0.2662,64,0.024,0.57,-0.89,0.0710,0.1158,0.014,8.0
227,21.6988,286,3.3,0.550,0.2703,65,0.024,0.44,-0.67,0.0654,0.1247,0.014,7.9
228,37.4673,311,3.2,0.380,0.2738,65,0.024,0.48,-0.93,0.0637,0.1212,0.043,7.9
229,43.0713,355,3.1,0.510,0.2795,67,0.023,0.55,-0.73,0.0603,0.1231,0.059,7.8
